"Rec No","Daily Record Id","Sup Id","Date","No Of Days Covered","Serial No","Product1","Product2","Product3","Product4","Product5","Fuel Sales Qty1","Fuel Sales Qty2","Fuel Sales Qty3","Fuel Sales Qty4","Fuel Sales Qty5"
       27498,"        2,659",            0,"12/15/2023",   1,"   2,659","UNLEADED","KEROSENE","DIESEL","V-POWER",,        348.40,          0.00,        893.35,        780.58,          0.00
       27499,"        2,660",            0,"12/15/2023",   1,"   2,660","UNLEADED","KEROSENE","DIESEL","V-POWER",,          0.25,          0.00,        542.23,        609.29,          0.00
       27500,"        2,661",            0,"12/16/2023",   1,"   2,661","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,158.91",          0.00,        782.75,        256.41,          0.00
       27501,"        2,662",            0,"12/16/2023",   1,"   2,662","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,830.71",          0.00,        442.60,         59.38,          0.00
       27502,"        2,663",            0,"12/17/2023",   1,"   2,663","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,603.78",          0.00,"      1,066.86",         82.05,          0.00
       27503,"        2,664",            0,"12/17/2023",   1,"   2,664","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,196.23",          0.00,        367.42,         52.41,          0.00
       27504,"        2,665",            0,"12/18/2023",   1,"   2,665","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,482.71",          0.00,        944.09,         74.79,          0.00
       27505,"        2,666",            0,"12/18/2023",   1,"   2,666","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,649.47",          0.00,        516.88,         52.02,          0.00
       27506,"        2,667",            0,"12/19/2023",   1,"   2,667","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,559.23",          0.00,"      1,186.46",        101.28,          0.00
       27507,"        2,668",            0,"12/19/2023",   1,"   2,668","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,575.53",          0.00,        662.70,         18.89,          0.00
       27508,"        2,669",            0,"12/20/2023",   1,"   2,669","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,709.77",          0.00,        677.11,        126.10,          0.00
       27509,"        2,670",            0,"12/20/2023",   1,"   2,670","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,086.78",          0.00,        827.69,        108.35,          0.00
       27510,"        2,671",            0,"12/21/2023",   1,"   2,671","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,520.62",          0.00,        803.67,        205.87,          0.00
       27511,"        2,672",            0,"12/21/2023",   1,"   2,672","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,022.56",          0.00,        867.80,        131.55,          0.00
       27512,"        2,673",            0,"12/22/2023",   1,"   2,673","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,598.10",          0.00,"      1,225.14","      2,505.15",          0.00
       27513,"        2,674",            0,"12/22/2023",   1,"   2,674","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,142.05",          0.00,        795.79,"      1,359.73",          0.00
       27514,"        2,675",            0,"12/23/2023",   1,"   2,675","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,830.89",          0.00,"      1,571.44",        376.02,          0.00
       27515,"        2,676",            0,"12/23/2023",   1,"   2,676","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,594.67",          0.00,        774.06,        128.29,          0.00
       27516,"        2,677",            0,"12/24/2023",   1,"   2,677","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,084.86",          0.00,        776.76,         90.96,          0.00
       27517,"        2,678",            0,"12/24/2023",   1,"   2,678","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,121.58",          0.00,        747.46,         54.32,          0.00
       27518,"        2,679",            0,"12/25/2023",   1,"   2,679","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,389.09",          0.00,        322.55,         62.08,          0.00
       27519,"        2,680",            0,"12/25/2023",   1,"   2,680","UNLEADED","KEROSENE","DIESEL","V-POWER",,        787.88,          0.00,        333.95,         81.72,          0.00
       27520,"        2,681",            0,"12/26/2023",   1,"   2,681","UNLEADED","KEROSENE","DIESEL","V-POWER",,        949.79,          0.00,        351.41,         11.46,          0.00
       27521,"        2,682",            0,"12/26/2023",   1,"   2,682","UNLEADED","KEROSENE","DIESEL","V-POWER",,        883.19,          0.00,        526.43,         14.05,          0.00
       27522,"        2,683",            0,"12/27/2023",   1,"   2,683","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,635.25",          0.00,"      1,136.24",         39.09,          0.00
       27523,"        2,684",            0,"12/27/2023",   1,"   2,684","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,157.15",          0.00,        805.33,         17.10,          0.00
       27524,"        2,685",            0,"12/28/2023",   1,"   2,685","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,616.99",          0.00,        640.12,         26.34,          0.00
       27525,"        2,686",            0,"12/28/2023",   1,"   2,686","UNLEADED","KEROSENE","DIESEL","V-POWER",,        851.56,          0.00,        100.64,         45.36,          0.00
       27526,"        2,687",            0,"12/29/2023",   1,"   2,687","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,168.67",          0.00,"      1,349.49","      1,305.70",          0.00
       27527,"        2,688",            0,"12/29/2023",   1,"   2,688","UNLEADED","KEROSENE","DIESEL","V-POWER",,        532.09,          0.00,        378.56,        788.64,          0.00
       27528,"        2,689",            0,"12/30/2023",   1,"   2,689","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,547.87",          0.00,        590.31,         81.37,          0.00
       27529,"        2,690",            0,"12/30/2023",   1,"   2,690","UNLEADED","KEROSENE","DIESEL","V-POWER",,        988.26,          0.00,        670.34,        214.91,          0.00
       27530,"        2,691",            0,"12/31/2023",   1,"   2,691","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,075.33",          0.00,        416.59,        125.84,          0.00
       27531,"        2,692",            0,"12/31/2023",   1,"   2,692","UNLEADED","KEROSENE","DIESEL","V-POWER",,        985.02,          0.00,        243.04,         92.54,          0.00
       27532,"        2,693",            0," 1/01/2024",   1,"   2,693","UNLEADED","KEROSENE","DIESEL","V-POWER",,        113.84,          0.00,         39.72,         19.28,          0.00
       27533,"        2,694",            0," 1/01/2024",   1,"   2,694","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,107.05",          0.00,        198.83,         29.64,          0.00
       27534,"        2,695",            0," 1/01/2024",   1,"   2,695","UNLEADED","KEROSENE","DIESEL","V-POWER",,        699.55,          0.00,        253.54,         14.82,          0.00
       27535,"        2,696",            0," 1/02/2024",   1,"   2,696","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,806.53",          0.00,        984.68,         66.45,          0.00
       27536,"        2,697",            0," 1/02/2024",   1,"   2,697","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,030.81",          0.00,        423.11,         85.94,          0.00
       27537,"        2,698",            0," 1/03/2024",   1,"   2,698","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,792.35",          0.00,"      1,590.31",         30.69,          0.00
       27538,"        2,699",            0," 1/03/2024",   1,"   2,699","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,465.08",          0.00,        510.49,        132.56,          0.00
       27539,"        2,700",            0," 1/04/2024",   1,"   2,700","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,222.83",          0.00,"      1,076.07",          2.17,          0.00
       27540,"        2,701",            0," 1/04/2024",   1,"   2,701","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,294.64",          0.00,        775.00,          0.00,          0.00
       27541,"        2,702",            0," 1/05/2024",   1,"   2,702","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,107.49",          0.00,        676.87,          0.00,          0.00
       27542,"        2,703",            0," 1/05/2024",   1,"   2,703","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,235.60",          0.00,        183.24,          0.00,          0.00
       27543,"        2,704",            0," 1/06/2024",   1,"   2,704","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,109.14",          0.00,        577.95,          0.00,          0.00
       27544,"        2,705",            0," 1/06/2024",   1,"   2,705","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,553.55",          0.00,        592.22,          0.02,          0.00
       27545,"        2,706",            0," 1/07/2024",   1,"   2,706","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,470.07",          0.00,        515.65,          0.00,          0.00
       27546,"        2,707",            0," 1/07/2024",   1,"   2,707","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,189.98",          0.00,        153.46,          0.01,          0.00
       27547,"        2,708",            0," 1/08/2024",   1,"   2,708","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,557.29",          0.00,        617.88,         64.75,          0.00
       27548,"        2,709",            0," 1/08/2024",   1,"   2,709","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,581.31",          0.00,        789.34,        113.08,          0.00
       27549,"        2,710",            0," 1/09/2024",   1,"   2,710","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,837.78",          0.00,"      1,363.96",         51.91,          0.00
       27550,"        2,711",            0," 1/09/2024",   1,"   2,711","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,563.21",          0.00,        641.97,         63.29,          0.00
       27551,"        2,712",            0," 1/10/2024",   1,"   2,712","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,420.08",          0.00,"      1,206.10",        100.35,          0.00
       27552,"        2,713",            0," 1/10/2024",   1,"   2,713","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,651.89",          0.00,        772.05,         10.13,          0.00
       27553,"        2,714",            0," 1/11/2024",   1,"   2,714","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,412.86",          0.00,        681.87,         54.26,          0.00
       27554,"        2,715",            0," 1/11/2024",   1,"   2,715","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,765.75",          0.00,        957.03,        106.56,          0.00
       27555,"        2,716",            0," 1/12/2024",   1,"   2,716","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,704.27",          0.00,        951.54,         62.22,          0.00
       27556,"        2,717",            0," 1/12/2024",   1,"   2,717","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,727.51",          0.00,        441.16,        143.66,          0.00
       27557,"        2,718",            0," 1/13/2024",   1,"   2,718","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,600.30",          0.00,"      1,112.40",         82.24,          0.00
       27558,"        2,719",            0," 1/13/2024",   1,"   2,719","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,390.19",          0.00,        483.36,         29.28,          0.00
       27559,"        2,720",            0," 1/14/2024",   1,"   2,720","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,851.77",          0.00,        497.32,          8.71,          0.00
       27560,"        2,721",            0," 1/14/2024",   1,"   2,721","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,484.14",          0.00,        455.91,         36.17,          0.00
       27561,"        2,722",            0," 1/15/2024",   1,"   2,722","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,693.36",          0.00,        818.77,        161.36,          0.00
       27562,"        2,723",            0," 1/15/2024",   1,"   2,723","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,994.12",          0.00,        950.02,        110.37,          0.00
       27563,"        2,724",            0," 1/16/2024",   1,"   2,724","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,339.20",          0.00,"      1,122.64",         59.71,          0.00
       27564,"        2,725",            0," 1/16/2024",   1,"   2,725","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,526.08",          0.00,        386.19,        110.88,          0.00
       27565,"        2,726",            0," 1/17/2024",   1,"   2,726","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,502.22",          0.00,        738.88,         30.18,          0.00
       27566,"        2,727",            0," 1/17/2024",   1,"   2,727","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,614.36",          0.00,        506.36,         43.04,          0.00
       27567,"        2,728",            0," 1/18/2024",   1,"   2,728","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,494.62",          0.00,"      1,662.59",         29.37,          0.00
       27568,"        2,729",            0," 1/18/2024",   1,"   2,729","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,900.66",          0.00,"      1,105.59",        149.78,          0.00
       27569,"        2,730",            0," 1/19/2024",   1,"   2,730","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,862.92",          0.00,"      1,297.28",         74.30,          0.00
       27570,"        2,731",            0," 1/19/2024",   1,"   2,731","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,711.71",          0.00,        636.80,        128.94,          0.00
       27571,"        2,732",            0," 1/20/2024",   1,"   2,732","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,214.42",          0.00,        478.91,         82.09,          0.00
       27572,"        2,733",            0," 1/20/2024",   1,"   2,733","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,325.39",          0.00,        812.98,         26.02,          0.00
       27573,"        2,734",            0," 1/21/2024",   1,"   2,734","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,671.90",          0.00,        636.31,         95.96,          0.00
       27574,"        2,735",            0," 1/21/2024",   1,"   2,735","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,331.21",          0.00,        208.61,        113.63,          0.00
       27575,"        2,736",            0," 1/22/2024",   1,"   2,736","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,934.75",          0.00,"      1,163.25",        107.47,          0.00
       27576,"        2,737",            0," 1/22/2024",   1,"   2,737","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,691.75",          0.00,        778.79,         30.12,          0.00
       27577,"        2,738",            0," 1/23/2024",   1,"   2,738","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,761.94",          0.00,        803.62,         40.00,          0.00
       27578,"        2,739",            0," 1/23/2024",   1,"   2,739","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,385.08",          0.00,"      1,117.94",         26.73,          0.00
       27579,"        2,740",            0," 1/24/2024",   1,"   2,740","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,132.20",          0.00,"      1,293.35",        183.08,          0.00
       27580,"        2,741",            0," 1/24/2024",   1,"   2,741","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,634.09",          0.00,        686.75,         23.33,          0.00
       27581,"        2,742",            0," 1/25/2024",   1,"   2,742","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,800.26",          0.00,"      1,068.94",        199.94,          0.00
       27582,"        2,743",            0," 1/25/2024",   1,"   2,743","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,972.44",          0.00,        473.69,         58.44,          0.00
       27583,"        2,744",            0," 1/26/2024",   1,"   2,744","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,752.99",          0.00,        926.21,        120.65,          0.00
       27584,"        2,745",            0," 1/26/2024",   1,"   2,745","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,765.55",          0.00,"      1,033.54",         58.58,          0.00
       27585,"        2,746",            0," 1/27/2024",   1,"   2,746","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,463.96",          0.00,"      1,106.52",        123.14,          0.00
       27586,"        2,747",            0," 1/27/2024",   1,"   2,747","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,469.74",          0.00,        192.94,         85.26,          0.00
       27587,"        2,748",            0," 1/28/2024",   1,"   2,748","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,712.91",          0.00,        413.15,        139.13,          0.00
       27588,"        2,749",            0," 1/28/2024",   1,"   2,749","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,289.69",          0.00,        379.84,         62.33,          0.00
       27589,"        2,750",            0," 1/29/2024",   1,"   2,750","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,684.70",          0.00,"      1,518.73",         11.20,          0.00
       27590,"        2,751",            0," 1/29/2024",   1,"   2,751","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,740.58",          0.00,        436.56,         79.42,          0.00
       27591,"        2,752",            0," 1/30/2024",   1,"   2,752","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,422.78",          0.00,"      1,401.91",        117.46,          0.00
       27592,"        2,753",            0," 1/30/2024",   1,"   2,753","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,837.03",          0.00,"      1,235.67",         23.93,          0.00
       27593,"        2,754",            0," 1/31/2024",   1,"   2,754","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,268.46",          0.00,        926.88,         89.65,          0.00
       27594,"        2,755",            0," 1/31/2024",   1,"   2,755","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,215.10",          0.00,        608.49,         88.95,          0.00
       27595,"        2,756",            0," 2/01/2024",   1,"   2,756","UNLEADED","KEROSENE","DIESEL","V-POWER",,        444.21,          0.00,         51.93,         16.21,          0.00
       27596,"        2,757",            0," 2/01/2024",   1,"   2,757","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,359.33",          0.00,"      1,236.59",         60.49,          0.00
       27597,"        2,758",            0," 2/01/2024",   1,"   2,758","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,047.17",          0.00,        469.54,        130.82,          0.00
       27598,"        2,759",            0," 2/02/2024",   1,"   2,759","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,166.29",          0.00,"      1,507.44",        143.51,          0.00
       27599,"        2,760",            0," 2/02/2024",   1,"   2,760","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,865.08",          0.00,"      1,343.52",         50.28,          0.00
       27600,"        2,761",            0," 2/03/2024",   1,"   2,761","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,500.43",          0.00,"      1,098.13",        123.80,          0.00
       27601,"        2,762",            0," 2/03/2024",   1,"   2,762","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,296.64",          0.00,        953.34,         30.04,          0.00
       27602,"        2,763",            0," 2/04/2024",   1,"   2,763","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,085.71",          0.00,        162.92,        112.97,          0.00
       27603,"        2,764",            0," 2/04/2024",   1,"   2,764","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,069.85",          0.00,        412.52,          7.53,          0.00
       27604,"        2,765",            0," 2/05/2024",   1,"   2,765","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,829.53",          0.00,"      1,464.49",         50.08,          0.00
       27605,"        2,766",            0," 2/05/2024",   1,"   2,766","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,806.27",          0.00,        646.35,         41.64,          0.00
       27606,"        2,767",            0," 2/06/2024",   1,"   2,767","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,938.49",          0.00,        709.13,        155.56,          0.00
       27607,"        2,768",            0," 2/06/2024",   1,"   2,768","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,676.68",          0.00,        392.95,         78.85,          0.00
       27608,"        2,769",            0," 2/07/2024",   1,"   2,769","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,462.45",          0.00,        776.63,        102.06,          0.00
       27609,"        2,770",            0," 2/07/2024",   1,"   2,770","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,644.16",          0.00,        580.78,         59.95,          0.00
       27610,"        2,771",            0," 2/08/2024",   1,"   2,771","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,502.46",          0.00,"      1,257.56",        127.53,          0.00
       27611,"        2,772",            0," 2/08/2024",   1,"   2,772","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,762.03",          0.00,"      1,214.78",         84.34,          0.00
       27612,"        2,773",            0," 2/09/2024",   1,"   2,773","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,808.14",          0.00,"      1,201.64",         66.07,          0.00
       27613,"        2,774",            0," 2/09/2024",   1,"   2,774","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,636.71",          0.00,        868.50,         52.83,          0.00
       27614,"        2,775",            0," 2/10/2024",   1,"   2,775","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,619.40",          0.00,        700.55,        179.67,          0.00
       27615,"        2,776",            0," 2/10/2024",   1,"   2,776","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,689.51",          0.00,        306.12,        115.80,          0.00
       27616,"        2,777",            0," 2/11/2024",   1,"   2,777","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,708.01",          0.00,"      1,014.12",         19.09,          0.00
       27617,"        2,778",            0," 2/11/2024",   1,"   2,778","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,387.45",          0.00,        603.52,         11.56,          0.00
       27618,"        2,779",            0," 2/12/2024",   1,"   2,779","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,747.42",          0.00,        872.81,         25.50,          0.00
       27619,"        2,780",            0," 2/12/2024",   1,"   2,780","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,775.34",          0.00,        443.22,        127.40,          0.00
       27620,"        2,781",            0," 2/13/2024",   1,"   2,781","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,519.40",          0.00,"      1,101.73",         70.51,          0.00
       27621,"        2,782",            0," 2/13/2024",   1,"   2,782","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,708.17",          0.00,        776.88,         27.77,          0.00
       27622,"        2,783",            0," 2/14/2024",   1,"   2,783","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,422.65",          0.00,        651.31,         93.41,          0.00
       27623,"        2,784",            0," 2/14/2024",   1,"   2,784","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,484.09",          0.00,        292.10,        102.98,          0.00
       27624,"        2,785",            0," 2/15/2024",   1,"   2,785","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,677.79",          0.00,"      1,571.63",        151.53,          0.00
       27625,"        2,786",            0," 2/15/2024",   1,"   2,786","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,559.58",          0.00,"      1,080.46",         51.14,          0.00
       27626,"        2,787",            0," 2/16/2024",   1,"   2,787","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,912.79",          0.00,        677.03,        111.34,          0.00
       27627,"        2,788",            0," 2/16/2024",   1,"   2,788","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,252.76",          0.00,"      1,081.83",        191.76,          0.00
       27628,"        2,789",            0," 2/17/2024",   1,"   2,789","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,380.51",          0.00,        942.53,         41.82,          0.00
       27629,"        2,790",            0," 2/17/2024",   1,"   2,790","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,351.01",          0.00,        456.85,        121.00,          0.00
       27630,"        2,791",            0," 2/18/2024",   1,"   2,791","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,590.03",          0.00,        458.38,         43.10,          0.00
       27631,"        2,792",            0," 2/18/2024",   1,"   2,792","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,177.92",          0.00,        330.43,         24.24,          0.00
       27632,"        2,793",            0," 2/19/2024",   1,"   2,793","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,495.00",          0.00,"      2,421.61",         81.95,          0.00
       27633,"        2,794",            0," 2/19/2024",   1,"   2,794","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,669.22",          0.00,        899.37,         42.21,          0.00
       27634,"        2,795",            0," 2/20/2024",   1,"   2,795","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,023.87",          0.00,        549.82,        180.94,          0.00
       27635,"        2,796",            0," 2/20/2024",   1,"   2,796","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,528.41",          0.00,        463.04,         38.78,          0.00
       27636,"        2,797",            0," 2/21/2024",   1,"   2,797","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,604.14",          0.00,        941.02,        237.83,          0.00
       27637,"        2,798",            0," 2/21/2024",   1,"   2,798","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,804.10",          0.00,        642.87,        222.73,          0.00
       27638,"        2,799",            0," 2/22/2024",   1,"   2,799","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,756.45",          0.00,        985.08,        149.19,          0.00
       27639,"        2,800",            0," 2/22/2024",   1,"   2,800","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,592.22",          0.00,        961.99,         55.85,          0.00
       27640,"        2,801",            0," 2/23/2024",   1,"   2,801","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,549.09",          0.00,"      1,090.44",        110.85,          0.00
       27641,"        2,802",            0," 2/23/2024",   1,"   2,802","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,681.75",          0.00,        927.58,        156.62,          0.00
       27642,"        2,803",            0," 2/24/2024",   1,"   2,803","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,813.37",          0.00,        684.30,        161.93,          0.00
       27643,"        2,804",            0," 2/24/2024",   1,"   2,804","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,434.81",          0.00,        867.92,        157.39,          0.00
       27644,"        2,805",            0," 2/25/2024",   1,"   2,805","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,602.06",          0.00,        611.37,         90.09,          0.00
       27645,"        2,806",            0," 2/25/2024",   1,"   2,806","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,550.79",          0.00,"      1,088.93",        107.80,          0.00
       27646,"        2,807",            0," 2/26/2024",   1,"   2,807","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,966.47",          0.00,"      1,340.18",        136.21,          0.00
       27647,"        2,808",            0," 2/26/2024",   1,"   2,808","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,449.49",          0.00,        350.37,         71.39,          0.00
       27648,"        2,809",            0," 2/27/2024",   1,"   2,809","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,442.21",          0.00,        831.03,        133.86,          0.00
       27649,"        2,810",            0," 2/27/2024",   1,"   2,810","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,790.77",          0.00,        583.26,         38.36,          0.00
       27650,"        2,811",            0," 2/28/2024",   1,"   2,811","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,102.32",          0.00,"      1,109.97",        207.08,          0.00
       27651,"        2,812",            0," 2/28/2024",   1,"   2,812","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,185.09",          0.00,        625.51,         94.57,          0.00
       27652,"        2,813",            0," 2/29/2024",   1,"   2,813","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,170.20",          0.00,        800.12,        143.26,          0.00
       27653,"        2,814",            0," 2/29/2024",   1,"   2,814","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,732.32",          0.00,        750.91,        111.51,          0.00
       27654,"        2,815",            0," 2/29/2024",   1,"   2,815","UNLEADED","KEROSENE","DIESEL","V-POWER",,        539.22,          0.00,        398.08,         10.73,          0.00
       27655,"        2,816",            0," 3/01/2024",   1,"   2,816","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,453.14",          0.00,"      1,195.17",         96.49,          0.00
       27656,"        2,817",            0," 3/01/2024",   1,"   2,817","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,037.12",          0.00,        623.38,        151.97,          0.00
       27657,"        2,818",            0," 3/02/2024",   1,"   2,818","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,976.75",          0.00,"      1,550.61",         58.91,          0.00
       27658,"        2,819",            0," 3/02/2024",   1,"   2,819","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,638.09",          0.00,        585.74,        198.96,          0.00
       27659,"        2,820",            0," 3/03/2024",   1,"   2,820","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,559.73",          0.00,        421.78,        168.09,          0.00
